"水位              ","流量              "
766.615064453125,297.8206
766.620554443359,298.9237
766.626044433594,300.0312
766.631534423828,301.1432
766.637024414062,302.2597
766.642514404297,303.3807
766.648004394531,304.5062
766.653494384766,305.6363
766.658984375,306.771
766.664474365234,307.9103
766.669964355469,309.0542
766.675454345703,310.2028
766.680944335938,311.356
766.686434326172,312.5139
766.691924316406,313.6636
766.697414306641,314.831
766.702904296875,316.1857
766.708394287109,317.5862
766.713884277344,319.0024
766.719374267578,320.4338
766.724864257813,321.8804
766.730354248047,323.3417
766.735844238281,324.8175
766.741334228516,326.3077
766.74682421875,327.812
766.752314208984,329.33
766.757804199219,330.8618
766.763294189453,332.4068
766.768784179687,333.965
766.774274169922,335.5362
766.779764160156,337.1201
766.785254150391,338.7165
766.790744140625,340.3252
766.796234130859,341.946
766.801724121094,343.5604
766.807214111328,345.2047
766.812704101563,346.8604
766.818194091797,348.5275
766.823684082031,350.2057
766.829174072266,351.8948
766.8346640625,353.5946
766.840154052734,355.3051
766.845644042969,357.0259
766.851134033203,358.7569
766.856624023437,360.498
766.862114013672,362.2489
766.867604003906,364.0096
766.873093994141,365.7797
766.878583984375,367.5592
766.884073974609,369.348
766.889563964844,371.1457
766.895053955078,372.9524
766.900543945313,374.7677
766.906033935547,376.5714
766.911523925781,378.4036
766.917013916016,380.2441
766.92250390625,382.0928
766.927993896484,383.9494
766.933483886719,385.8138
766.938973876953,387.6859
766.944463867188,389.5656
766.949953857422,391.4526
766.955443847656,393.3468
766.960933837891,395.2482
766.966423828125,397.1566
766.971913818359,399.0717
766.977403808594,400.9936
766.982893798828,402.9221
766.988383789062,404.8569
766.993873779297,406.7981
766.999363769531,408.7454
767.004853759766,410.6987
767.01034375,412.6362
767.015833740234,414.6012
767.021323730469,416.5718
767.026813720703,418.5479
767.032303710938,420.5294
767.037793701172,422.5163
767.043283691406,424.5082
767.048773681641,426.5052
767.054263671875,428.507
767.059753662109,430.5137
767.065243652344,432.525
767.070733642578,434.5409
767.076223632812,436.5611
767.081713623047,438.5857
767.087203613281,440.6144
767.092693603516,442.6472
767.09818359375,444.6839
767.103673583984,446.7244
767.109163574219,448.7686
767.114653564453,450.7937
767.120143554688,452.8449
767.125633544922,454.8995
767.131123535156,456.9573
767.136613525391,459.0183
767.142103515625,461.0822
767.147593505859,463.149
767.153083496094,465.2186
767.158573486328,467.2909
767.164063476563,469.3656
767.169553466797,471.4428
767.175043457031,473.5223
767.180533447266,475.604
767.1860234375,477.6878
767.191513427734,479.7735
767.197003417969,481.8611
767.202493408203,483.9503
767.207983398437,486.0412
767.213473388672,488.1336
767.218963378906,490.2041
767.224453369141,492.2991
767.229943359375,494.3952
767.235433349609,496.4924
767.240923339844,498.5904
767.246413330078,500.6893
767.251903320313,502.7888
767.257393310547,504.8889
767.262883300781,506.9893
767.268373291016,509.0901
767.27386328125,511.1911
767.279353271484,513.2921
767.284843261719,515.3931
767.290333251953,517.6141
767.295823242187,519.8843
767.301313232422,522.1552
767.306803222656,524.4266
767.312293212891,526.6986
767.317783203125,528.9713
767.323273193359,531.2446
767.328763183594,533.4934
767.334253173828,535.7682
767.339743164063,538.0438
767.345233154297,540.3201
767.350723144531,542.5973
767.356213134766,544.8754
767.361703125,547.1542
767.367193115234,549.4341
767.372683105469,551.7149
767.378173095703,553.9966
767.383663085938,556.2794
767.389153076172,558.5632
767.394643066406,560.8481
767.400133056641,563.134
767.405623046875,565.4211
767.411113037109,567.7094
767.416603027344,569.9987
767.422093017578,572.2894
767.427583007812,574.5812
767.433072998047,576.8489
767.438562988281,579.1432
767.444052978516,581.439
767.44954296875,583.7361
767.455032958984,586.0346
767.460522949219,588.3345
767.466012939453,590.6359
767.471502929688,592.9387
767.476992919922,595.243
767.482482910156,597.5489
767.487972900391,599.8563
767.493462890625,602.1654
767.498952880859,604.476
767.504442871094,606.7883
767.509932861328,609.1024
767.515422851562,611.418
767.520912841797,613.7355
767.526402832031,616.0547
767.531892822266,618.3757
767.5373828125,620.6728
767.542872802734,622.9975
767.548362792969,625.324
767.553852783203,627.6526
767.559342773437,629.983
767.564832763672,632.3154
767.570322753906,634.6499
767.575812744141,636.9864
767.581302734375,639.3249
767.586792724609,641.6656
767.592282714844,644.0084
767.597772705078,646.3533
767.603262695313,648.7004
767.608752685547,651.0497
767.614242675781,653.4012
767.619732666016,655.7551
767.62522265625,658.1113
767.630712646484,660.4698
767.636202636719,662.8306
767.641692626953,665.1676
767.647182617187,667.5332
767.652672607422,669.9013
767.658162597656,672.2719
767.663652587891,674.645
767.669142578125,677.0206
767.674632568359,679.3987
767.680122558594,681.7795
767.685612548828,684.163
767.691102539063,686.5491
767.696592529297,688.9378
767.702082519531,691.3293
767.707572509766,693.7236
767.7130625,696.1205
767.718552490234,698.5204
767.724042480469,700.923
767.729532470703,703.3286
767.735022460937,705.737
767.740512451172,708.1483
767.746002441406,710.5626
767.751492431641,712.953
767.756982421875,715.3733
767.762472412109,717.7966
767.767962402344,720.223
767.773452392578,722.6524
767.778942382812,725.085
767.784432373047,727.5208
767.789922363281,729.9598
767.795412353516,732.402
767.80090234375,734.8474
767.806392333984,737.2961
767.811882324219,739.7482
767.817372314453,742.2036
767.822862304688,744.6622
767.828352294922,747.1244
767.833842285156,749.59
767.839332275391,752.059
767.844822265625,754.5315
767.850312255859,757.0075
767.855802246094,759.4595
767.861292236328,761.9426
767.866782226562,764.4293
767.872272216797,766.9197
767.877762207031,769.4288
767.883252197266,771.9495
767.8887421875,774.4692
767.894232177734,776.9879
767.899722167969,779.5057
767.905212158203,782.0226
767.910702148438,784.5388
767.916192138672,787.054
767.921682128906,789.5685
767.927172119141,792.0823
767.932662109375,794.5955
767.938152099609,797.1079
767.943642089844,799.6198
767.949132080078,802.131
767.954622070313,804.6418
767.960112060547,807.1242
767.965602050781,809.634
767.971092041016,812.1434
767.97658203125,814.6525
767.982072021484,817.1612
767.987562011719,819.6696
767.993052001953,822.1778
767.998541992187,824.6858
768.004031982422,827.1935
768.009521972656,829.7012
768.015011962891,832.2088
768.020501953125,834.7163
768.025991943359,837.2238
768.031481933594,839.7313
768.036971923828,842.2389
768.042461914063,844.7466
768.047951904297,847.2544
768.053441894531,849.7624
768.058931884766,852.2706
768.064421875,854.7512
768.069911865234,857.26
768.075401855469,859.7691
768.080891845703,862.2786
768.086381835937,864.7885
768.091871826172,867.2989
768.097361816406,869.8098
768.102851806641,872.3212
768.108341796875,874.8331
768.113831787109,877.3457
768.119321777344,879.8589
768.124811767578,882.3729
768.130301757813,884.8876
768.135791748047,887.403
768.141281738281,889.9193
768.146771728516,892.4363
768.15226171875,894.9543
768.157751708984,897.4732
768.163241699219,899.9931
768.168731689453,902.486
768.174221679688,905.0079
768.179711669922,907.5309
768.185201660156,910.0551
768.190691650391,912.5804
768.196181640625,915.1069
768.201671630859,917.6346
768.207161621094,920.1636
768.212651611328,922.694
768.218141601562,925.2257
768.223631591797,927.7588
768.229121582031,930.2934
768.234611572266,932.8294
768.2401015625,935.3669
768.245591552734,937.9061
768.251081542969,940.4468
768.256571533203,942.9891
768.262061523438,945.5331
768.267551513672,948.0789
768.273041503906,950.6263
768.278531494141,953.1473
768.284021484375,955.6984
768.289511474609,958.2513
768.295001464844,960.8063
768.300491455078,963.3631
768.305981445312,965.9219
768.311471435547,968.4828
768.316961425781,971.0457
768.322451416016,973.6107
768.32794140625,976.1779
768.333431396484,978.7473
768.338921386719,981.3188
768.344411376953,983.8927
768.349901367188,986.4689
768.355391357422,989.0474
768.360881347656,991.6283
768.366371337891,994.2116
768.371861328125,996.7974
768.377351318359,999.3857
768.382841308594,1001.948
768.388331298828,1004.541
768.393821289063,1007.137
768.399311279297,1009.736
768.404801269531,1012.337
768.410291259766,1014.941
768.41578125,1017.548
768.421271240234,1020.158
768.426761230469,1022.77
768.432251220703,1025.386
768.437741210937,1028.004
768.443231201172,1030.626
768.448721191406,1033.25
768.454211181641,1035.877
768.459701171875,1038.508
768.465191162109,1041.092
768.470681152344,1043.614
768.476171142578,1046.135
768.481661132813,1048.656
768.487151123047,1051.15
768.492641113281,1053.672
768.498131103516,1056.195
768.50362109375,1058.719
768.509111083984,1061.243
768.514601074219,1063.768
768.520091064453,1066.294
768.525581054687,1068.821
768.531071044922,1071.349
768.536561035156,1073.878
768.542051025391,1076.409
768.547541015625,1078.941
768.553031005859,1081.474
768.558520996094,1084.01
768.564010986328,1086.547
768.569500976562,1089.085
768.574990966797,1091.626
768.580480957031,1094.169
768.585970947266,1096.713
768.5914609375,1099.232
768.596950927734,1101.781
768.602440917969,1104.333
768.607930908203,1106.887
768.613420898438,1109.444
768.618910888672,1112.003
768.624400878906,1114.565
768.629890869141,1117.13
768.635380859375,1119.698
768.640870849609,1122.269
768.646360839844,1124.844
768.651850830078,1127.421
768.657340820312,1130.002
768.662830810547,1132.586
768.668320800781,1135.174
768.673810791016,1137.766
768.67930078125,1140.361
768.684790771484,1142.96
768.690280761719,1145.564
768.695770751953,1148.171
768.701260742188,1150.753
768.706750732422,1153.369
768.712240722656,1155.989
768.717730712891,1158.613
768.723220703125,1161.242
768.728710693359,1163.875
768.734200683594,1166.513
768.739690673828,1169.156
768.745180664062,1171.804
768.750670654297,1174.458
768.756160644531,1177.116
768.761650634766,1179.779
768.767140625,1182.448
768.772630615234,1185.122
768.778120605469,1187.801
768.783610595703,1190.486
768.789100585937,1193.177
768.794590576172,1195.874
768.800080566406,1198.577
768.805570556641,1201.255
768.811060546875,1203.97
768.816550537109,1206.691
768.822040527344,1209.418
768.827530517578,1212.151
768.833020507813,1214.891
768.838510498047,1217.638
768.844000488281,1220.391
768.849490478516,1223.151
768.85498046875,1225.918
768.860470458984,1228.692
768.865960449219,1231.473
768.871450439453,1234.261
768.876940429687,1237.056
768.882430419922,1239.859
768.887920410156,1242.669
768.893410400391,1245.487
768.898900390625,1248.312
768.904390380859,1251.145
768.909880371094,1253.955
768.915370361328,1256.804
768.920860351563,1259.66
768.926350341797,1262.525
768.931840332031,1265.399
768.937330322266,1268.28
768.9428203125,1271.17
768.948310302734,1274.069
768.953800292969,1276.976
768.959290283203,1279.892
768.964780273438,1282.817
768.970270263672,1285.75
768.975760253906,1288.693
768.981250244141,1291.645
768.986740234375,1294.605
768.992230224609,1297.576
768.997720214844,1300.555
769.003210205078,1303.545
769.008700195312,1306.543
769.014190185547,1309.518
769.019680175781,1312.536
769.025170166016,1315.564
769.03066015625,1318.603
769.036150146484,1321.651
769.041640136719,1324.709
769.047130126953,1327.777
769.052620117188,1330.778
769.058110107422,1333.58
769.063600097656,1336.382
769.069090087891,1339.184
769.074580078125,1341.986
769.080070068359,1344.788
769.085560058594,1347.59
769.091050048828,1350.392
769.096540039062,1353.194
769.102030029297,1355.996
769.107520019531,1358.797
769.113010009766,1361.599
769.1185,1364.401
769.123989990234,1367.172
769.129479980469,1369.974
769.134969970703,1372.775
769.140459960938,1375.577
769.145949951172,1378.379
769.151439941406,1381.181
769.156929931641,1383.982
769.162419921875,1386.784
769.167909912109,1389.586
769.173399902344,1392.388
769.178889892578,1395.189
769.184379882813,1397.991
769.189869873047,1400.793
769.195359863281,1403.594
769.200849853516,1406.396
769.20633984375,1409.198
769.211829833984,1411.999
769.217319824219,1414.801
769.222809814453,1417.603
769.228299804687,1420.373
769.233789794922,1423.175
769.239279785156,1425.976
769.244769775391,1428.778
769.250259765625,1431.579
769.255749755859,1434.381
769.261239746094,1437.183
769.266729736328,1439.984
769.272219726563,1442.786
769.277709716797,1445.587
769.283199707031,1448.389
769.288689697266,1451.191
769.2941796875,1453.992
769.299669677734,1456.794
769.305159667969,1459.595
769.310649658203,1462.397
769.316139648437,1465.198
769.321629638672,1468
769.327119628906,1470.802
769.332609619141,1473.572
769.338099609375,1476.374
769.343589599609,1479.175
769.349079589844,1481.977
769.354569580078,1484.778
769.360059570313,1487.58
769.365549560547,1490.381
769.371039550781,1493.183
769.376529541016,1495.984
769.38201953125,1498.786
769.387509521484,1501.588
769.392999511719,1504.389
769.398489501953,1507.191
769.403979492188,1509.992
769.409469482422,1512.794
769.414959472656,1515.595
769.420449462891,1518.397
769.425939453125,1521.199
769.431429443359,1524
769.436919433594,1526.771
769.442409423828,1529.572
769.447899414062,1532.374
769.453389404297,1535.176
769.458879394531,1537.977
769.464369384766,1540.779
769.469859375,1543.58
769.475349365234,1546.382
769.480839355469,1549.184
769.486329345703,1551.985
769.491819335938,1554.787
769.497309326172,1557.589
769.502799316406,1560.39
769.508289306641,1563.192
769.513779296875,1565.994
769.519269287109,1568.795
769.524759277344,1571.597
769.530249267578,1574.399
769.535739257812,1577.201
769.541229248047,1580.002
769.546719238281,1582.773
769.552209228516,1585.575
769.55769921875,1588.376
769.563189208984,1591.178
769.568679199219,1593.98
769.574169189453,1596.782
769.579659179688,1599.584
769.585149169922,1602.385
769.590639160156,1605.187
769.596129150391,1607.989
769.601619140625,1610.791
769.607109130859,1613.593
769.612599121094,1616.395
769.618089111328,1619.197
769.623579101563,1621.999
769.629069091797,1624.801
769.634559082031,1627.603
769.640049072266,1630.445
769.6455390625,1633.527
769.651029052734,1636.575
769.656519042969,1639.657
769.662009033203,1642.739
769.667499023437,1645.821
769.672989013672,1648.902
769.678479003906,1651.983
769.683968994141,1655.064
769.689458984375,1658.144
769.694948974609,1661.224
769.700438964844,1664.303
769.705928955078,1667.381
769.711418945313,1670.46
769.716908935547,1673.537
769.722398925781,1676.614
769.727888916016,1679.69
769.73337890625,1682.765
769.738868896484,1685.839
769.744358886719,1688.913
769.749848876953,1691.985
769.755338867187,1695.022
769.760828857422,1698.093
769.766318847656,1701.162
769.771808837891,1704.231
769.777298828125,1707.298
769.782788818359,1710.363
769.788278808594,1713.428
769.793768798828,1716.491
769.799258789062,1719.553
769.804748779297,1722.613
769.810238769531,1725.672
769.815728759766,1728.729
769.82121875,1731.785
769.826708740234,1734.839
769.832198730469,1737.892
769.837688720703,1740.943
769.843178710938,1743.992
769.848668701172,1747.039
769.854158691406,1750.084
769.859648681641,1753.094
769.865138671875,1756.135
769.870628662109,1759.175
769.876118652344,1762.212
769.881608642578,1765.247
769.887098632812,1768.28
769.892588623047,1771.311
769.898078613281,1774.34
769.903568603516,1777.366
769.90905859375,1780.39
769.914548583984,1783.412
769.920038574219,1786.431
769.925528564453,1789.447
769.931018554688,1792.461
769.936508544922,1795.473
769.941998535156,1798.482
769.947488525391,1801.488
769.952978515625,1804.491
769.958468505859,1807.492
769.963958496094,1810.456
769.969448486328,1813.451
769.974938476563,1816.443
769.980428466797,1819.432
769.985918457031,1822.418
769.991408447266,1825.401
769.9968984375,1828.381
770.002388427734,1831.358
770.007878417969,1834.331
770.013368408203,1837.301
770.018858398437,1840.268
770.024348388672,1843.231
770.029838378906,1846.191
770.035328369141,1849.148
770.040818359375,1852.101
770.046308349609,1855.05
770.051798339844,1857.996
770.057288330078,1860.938
770.062778320313,1863.876
770.068268310547,1866.811
770.073758300781,1869.709
770.079248291016,1872.636
770.08473828125,1875.56
770.090228271484,1878.479
770.095718261719,1881.394
770.101208251953,1884.305
770.106698242187,1887.212
770.112188232422,1890.115
770.117678222656,1893.014
770.123168212891,1895.908
770.128658203125,1898.798
770.134148193359,1901.684
770.139638183594,1904.565
770.145128173828,1907.442
770.150618164063,1910.315
770.156108154297,1913.183
770.161598144531,1916.046
770.167088134766,1918.905
770.172578125,1921.759
770.178068115234,1924.577
770.183558105469,1927.421
770.189048095703,1930.261
770.194538085938,1933.096
770.200028076172,1935.926
770.205518066406,1938.751
770.211008056641,1941.571
770.216498046875,1944.386
770.221988037109,1947.195
770.227478027344,1950
770.232968017578,1953.081
770.238458007812,1956.162
770.243947998047,1959.244
770.249437988281,1962.325
770.254927978516,1965.406
770.26041796875,1968.488
770.265907958984,1971.569
770.271397949219,1974.65
770.276887939453,1977.732
770.282377929688,1980.779
770.287867919922,1983.86
770.293357910156,1986.942
770.298847900391,1990.023
770.304337890625,1993.105
770.309827880859,1996.186
770.315317871094,1999.268
770.320807861328,2002.349
770.326297851562,2005.431
770.331787841797,2008.512
770.337277832031,2011.594
770.342767822266,2014.675
770.3482578125,2017.757
770.353747802734,2020.838
770.359237792969,2023.92
770.364727783203,2027.001
770.370217773438,2030.083
770.375707763672,2033.164
770.381197753906,2036.246
770.386687744141,2039.293
770.392177734375,2042.375
770.397667724609,2045.457
770.403157714844,2048.538
770.408647705078,2051.62
770.414137695313,2054.702
770.419627685547,2057.783
770.425117675781,2060.865
770.430607666016,2063.947
770.43609765625,2067.028
770.441587646484,2070.11
770.447077636719,2073.192
770.452567626953,2076.273
770.458057617187,2079.355
770.463547607422,2082.437
770.469037597656,2085.518
770.474527587891,2088.6
770.480017578125,2091.682
770.485507568359,2094.763
770.490997558594,2097.845
770.496487548828,2100.893
770.501977539063,2103.974
770.507467529297,2107.056
770.512957519531,2110.138
770.518447509766,2113.219
770.5239375,2116.301
770.529427490234,2119.383
770.534917480469,2122.465
770.540407470703,2125.546
770.545897460937,2128.628
770.551387451172,2131.71
770.556877441406,2134.792
770.562367431641,2137.873
770.567857421875,2140.955
770.573347412109,2144.037
770.578837402344,2147.118
770.584327392578,2150.2
770.589817382813,2153.281
770.595307373047,2156.363
770.600797363281,2159.411
770.606287353516,2162.492
770.61177734375,2165.574
770.617267333984,2168.656
770.622757324219,2171.737
770.628247314453,2174.819
770.633737304688,2177.901
770.639227294922,2180.982
770.644717285156,2184.064
770.650207275391,2187.146
770.655697265625,2190.227
770.661187255859,2193.309
770.666677246094,2196.39
770.672167236328,2199.472
770.677657226562,2202.553
770.683147216797,2205.635
770.688637207031,2208.717
770.694127197266,2211.798
770.6996171875,2214.88
770.705107177734,2217.927
770.710597167969,2221.009
770.716087158203,2224.09
770.721577148438,2227.172
770.727067138672,2230.253
770.732557128906,2233.334
770.738047119141,2236.416
770.743537109375,2239.498
770.749027099609,2242.579
770.754517089844,2245.66
770.760007080078,2248.742
770.765497070312,2251.823
770.770987060547,2254.905
770.776477050781,2257.986
770.781967041016,2261.067
770.78745703125,2264.148
770.792947021484,2267.23
770.798437011719,2270.311
770.803927001953,2273.392
770.809416992187,2276.439
770.814906982422,2279.521
770.820396972656,2282.603
770.825886962891,2285.685
770.831376953125,2288.767
770.836866943359,2291.849
770.842356933594,2294.93
770.847846923828,2298.012
770.853336914063,2301.093
770.858826904297,2304.174
770.864316894531,2307.254
770.869806884766,2310.334
770.875296875,2313.413
770.880786865234,2316.492
770.886276855469,2319.571
770.891766845703,2322.648
770.897256835937,2325.726
770.902746826172,2328.802
770.908236816406,2331.877
770.913726806641,2334.918
770.919216796875,2337.992
770.924706787109,2341.066
770.930196777344,2344.138
770.935686767578,2347.209
770.941176757813,2350.28
770.946666748047,2353.35
770.952156738281,2356.418
770.957646728516,2359.486
770.96313671875,2362.552
770.968626708984,2365.617
770.974116699219,2368.682
770.979606689453,2371.745
770.985096679687,2374.807
770.990586669922,2377.867
770.996076660156,2380.927
771.001566650391,2383.986
771.007056640625,2387.043
771.012546630859,2390.099
771.018036621094,2393.153
771.023526611328,2396.173
771.029016601562,2399.225
771.034506591797,2402.276
771.039996582031,2405.325
771.045486572266,2408.373
771.0509765625,2411.42
771.056466552734,2414.466
771.061956542969,2417.51
771.067446533203,2420.553
771.072936523438,2423.594
771.078426513672,2426.635
771.083916503906,2429.673
771.089406494141,2432.711
771.094896484375,2435.747
771.100386474609,2438.782
771.105876464844,2441.815
771.111366455078,2444.847
771.116856445312,2447.878
771.122346435547,2450.907
771.127836425781,2453.902
771.133326416016,2456.928
771.13881640625,2459.954
771.144306396484,2462.978
771.149796386719,2466
771.155286376953,2469.022
771.160776367188,2472.042
771.166266357422,2475.061
771.171756347656,2478.078
771.177246337891,2481.094
771.182736328125,2484.109
771.188226318359,2487.123
771.193716308594,2490.135
771.199206298828,2493.146
771.204696289063,2496.156
771.210186279297,2499.164
771.215676269531,2502.171
771.221166259766,2505.177
771.22665625,2508.182
771.232146240234,2511.152
771.237636230469,2514.155
771.243126220703,2517.156
771.248616210937,2520.156
771.254106201172,2523.155
771.259596191406,2526.152
771.265086181641,2529.149
771.270576171875,2532.144
771.276066162109,2535.138
771.281556152344,2538.131
771.287046142578,2541.123
771.292536132813,2544.114
771.298026123047,2547.104
771.303516113281,2550.092
771.309006103516,2553.08
771.31449609375,2556.066
771.319986083984,2559.052
771.325476074219,2562.036
771.330966064453,2565.019
771.336456054687,2567.968
771.341946044922,2570.949
771.347436035156,2573.929
771.352926025391,2576.908
771.358416015625,2579.887
771.363906005859,2582.864
771.369395996094,2585.84
771.374885986328,2588.815
771.380375976563,2591.789
771.385865966797,2594.763
771.391355957031,2597.735
771.396845947266,2600.706
771.4023359375,2603.677
771.407825927734,2606.646
771.413315917969,2609.615
771.418805908203,2612.583
771.424295898438,2615.55
771.429785888672,2618.516
771.435275878906,2621.481
771.440765869141,2624.445
771.446255859375,2627.375
771.451745849609,2630.338
771.457235839844,2633.3
771.462725830078,2636.26
771.468215820312,2639.22
771.473705810547,2642.18
771.479195800781,2645.138
771.484685791016,2648.096
771.49017578125,2651.052
771.495665771484,2654.008
771.501155761719,2656.964
771.506645751953,2659.918
771.512135742188,2662.872
771.517625732422,2665.825
771.523115722656,2668.777
771.528605712891,2671.728
771.534095703125,2674.679
771.539585693359,2677.629
771.545075683594,2680.578
771.550565673828,2683.494
771.556055664062,2686.442
771.561545654297,2689.389
771.567035644531,2692.335
771.572525634766,2695.281
771.578015625,2698.226
771.583505615234,2701.171
771.588995605469,2704.115
771.594485595703,2707.058
771.599975585938,2710
